Memory Name,Memory Speed,Memory Modules,Memory Price/GB,Memory First Word Latency,Memory CAS Latency,Memory Rating,Memory Rating Count,Memory Price
 G.Skill Ripjaws 4 8 GB  ,DDR4-3000,2 x 4GB,,10 ns,15,0, 0,
 PNY Anarchy 16 GB  ,DDR3-1866,2 x 8GB,,10.718 ns,10,5, 1,
 PNY Anarchy 8 GB  ,DDR4-2400,2 x 4GB,,12.5 ns,15,5, 1,
 Corsair Vengeance LPX 8 GB  ,DDR4-2400,2 x 4GB,,11.667 ns,14,5, 3,
 Corsair Vengeance LP 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,0, 0,
 G.Skill Ripjaws V 16 GB  ,DDR4-2666,4 x 4GB,,11.253 ns,15,0, 0,
 Mushkin Blackline 16 GB  ,DDR4-2400,2 x 8GB,,12.5 ns,15,5, 3,
 Patriot PSD48G2133K 8 GB  ,DDR4-2133,2 x 4GB,,14.065 ns,15,5, 3,
 Crucial Ballistix Tactical 16 GB  ,DDR4-2666,2 x 8GB,,12.003 ns,16,0, 0,
 G.Skill Trident Z 16 GB  ,DDR4-2800,2 x 8GB,,10.714 ns,15,4, 1,
 G.Skill Ripjaws V 32 GB  ,DDR4-3000,4 x 8GB,,10 ns,15,5, 2,
 Kingston HyperX Savage 4 GB  ,DDR4-2133,1 x 4GB,,12.189 ns,13,0, 0,
 Kingston HyperX Savage 16 GB  ,DDR4-3000,2 x 8GB,,10 ns,15,5, 1,
 Patriot Viper 4 8 GB  ,DDR4-2666,2 x 4GB,$7.299,11.253 ns,15,0, 0,$58.39
 Avexir Core 8 GB  ,DDR4-2400,1 x 8GB,,13.333 ns,16,4, 15,
 G.Skill Ripjaws V 64 GB  ,DDR4-2400,4 x 16GB,,11.667 ns,14,0, 0,
 G.Skill Trident Z 32 GB  ,DDR4-3000,2 x 16GB,,10 ns,15,5, 3,
 G.Skill Trident Z 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,5, 13,
 Corsair Vengeance LPX 64 GB  ,DDR4-3000,4 x 16GB,,10 ns,15,4, 1,
 G.Skill Trident Z 8 GB  ,DDR4-3200,2 x 4GB,,10 ns,16,4, 1,
 Crucial Ballistix Tactical 16 GB  ,DDR4-2666,4 x 4GB,,12.003 ns,16,0, 0,
 GeIL Dragon RAM Combo 8 GB  ,DDR4-3600,2 x 4GB,,9.444 ns,17,0, 0,
 G.Skill Ripjaws V 16 GB  ,DDR4-2666,2 x 8GB,,11.253 ns,15,0, 0,
 G.Skill Ripjaws V 16 GB  ,DDR4-2800,2 x 8GB,,10.714 ns,15,5, 3,
 Corsair Vengeance LPX 16 GB  ,DDR4-3466,2 x 8GB,,9.233 ns,16,0, 0,
 GeIL EVO POTENZA 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,5, 1,
 G.Skill Ripjaws V 32 GB  ,DDR4-3200,2 x 16GB,,9.375 ns,15,0, 0,
 G.Skill Trident Z 32 GB  ,DDR4-3200,2 x 16GB,,10 ns,16,5, 1,
 GeIL Super Luce 16 GB  ,DDR4-2400,2 x 8GB,,12.5 ns,15,0, 0,
 GeIL Dragon RAM 8 GB  ,DDR4-3600,2 x 4GB,,9.444 ns,17,0, 0,
 Corsair Vengeance LPX 4 GB  ,DDR4-2400,1 x 4GB,,13.333 ns,16,0, 0,
 Crucial Ballistix Sport LT 64 GB  ,DDR4-2400,4 x 16GB,,13.333 ns,16,0, 0,
 Crucial CT2K51264BF186DJ 8 GB  ,DDR3-1866,2 x 4GB,$8.123,13.934 ns,13,0, 0,$64.98
 Crucial CT2KIT51272BD160BJ 8 GB  ,DDR3-1600,2 x 4GB,,13.75 ns,11,0, 0,
 Corsair Vengeance LPX 8 GB  ,DDR4-4266,2 x 4GB,,8.908 ns,19,0, 0,
 Avexir Core 16 GB  ,DDR4-2400,2 x 8GB,,13.333 ns,16,5, 1,
 Crucial Ballistix Sport LT 64 GB  ,DDR4-2400,4 x 16GB,,13.333 ns,16,5, 1,
 GALAX HOF 16 GB  ,DDR4-3600,2 x 8GB,,9.444 ns,17,4, 3,
 TEAMGROUP Dark 16 GB  ,DDR4-2400,2 x 8GB,,11.667 ns,14,5, 7,
 G.Skill Trident Z RGB 16 GB  ,DDR4-3000,2 x 8GB,,9.333 ns,14,5, 5,
 TEAMGROUP T-Force / Night Hawk 16 GB  ,DDR4-3000,2 x 8GB,,10.667 ns,16,5, 1,
 Corsair Vengeance RGB 32 GB  ,DDR4-2666,4 x 8GB,,12.003 ns,16,4, 1,
 Kingston HyperX Predator 64 GB  ,DDR4-3000,4 x 16GB,,10 ns,15,0, 0,
 Corsair Dominator Platinum 128 GB  ,DDR4-3200,8 x 16GB,,10 ns,16,0, 0,
 TEAMGROUP Vulcan 16 GB  ,DDR4-2666,2 x 8GB,,11.253 ns,15,5, 1,
 TEAMGROUP Vulcan 16 GB  ,DDR4-2666,2 x 8GB,,11.253 ns,15,4, 1,
 Crucial Ballistix Elite 16 GB  ,DDR4-3000,2 x 8GB,,10 ns,15,0, 0,
 Corsair Vengeance LPX 16 GB  ,DDR4-4500,2 x 8GB,,8.444 ns,19,0, 0,
 G.Skill Trident Z 16 GB  ,DDR4-4600,2 x 8GB,,8.261 ns,19,0, 0,
 Corsair Vengeance RGB 16 GB  ,DDR4-3000,2 x 8GB,,10 ns,15,0, 0,
 TEAMGROUP T-Force Delta RGB 8 GB  ,DDR4-2666,2 x 4GB,,11.253 ns,15,0, 0,
 ADATA XPG GAMMIX D10 16 GB  ,DDR4-2666,2 x 8GB,,12.003 ns,16,0, 0,
 ADATA XPG GAMMIX D10 8 GB  ,DDR4-3000,2 x 4GB,,10.667 ns,16,5, 1,
 Corsair Vengeance LPX 8 GB  ,DDR4-2400,1 x 8GB,,11.667 ns,14,0, 0,
 Corsair Vengeance RGB 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,5, 1,
 Corsair Vengeance RGB 64 GB  ,DDR4-3733,4 x 16GB,,9.108 ns,17,0, 0,
 Corsair Dominator Platinum 32 GB  ,DDR4-3000,4 x 8GB,,10 ns,15,5, 1,
 G.Skill Sniper X 16 GB  ,DDR4-2400,2 x 8GB,,14.167 ns,17,0, 0,
 G.Skill Trident Z RGB 32 GB  ,DDR4-4133,4 x 8GB,,8.226 ns,17,0, 0,
 TEAMGROUP T-Force Vulcan 16 GB  ,DDR3-2133,2 x 8GB,,10.314 ns,11,0, 0,
 TEAMGROUP Elite 16 GB  ,DDR3-1600,2 x 8GB,,13.75 ns,11,0, 0,
 GeIL EVO POTENZA 16 GB  ,DDR4-2666,2 x 8GB,,12.003 ns,16,0, 0,
 Corsair Vengeance RGB 32 GB  ,DDR4-3000,2 x 16GB,,10.667 ns,16,0, 0,
 Corsair Vengeance RGB 16 GB  ,DDR4-3000,2 x 8GB,,10.667 ns,16,4, 3,
 TEAMGROUP T-Force Dark 64 GB  ,DDR4-3000,4 x 16GB,,10.667 ns,16,0, 0,
 TEAMGROUP T-Force Dark 32 GB  ,DDR4-3200,4 x 8GB,,10 ns,16,0, 0,
 TEAMGROUP T-Force Vulcan 16 GB  ,DDR4-3000,4 x 4GB,,10.667 ns,16,0, 0,
 Kingston HyperX Fury 16 GB  ,DDR4-2133,1 x 16GB,,13.127 ns,14,0, 0,
 Kingston HyperX Fury 64 GB  ,DDR4-2133,4 x 16GB,,13.127 ns,14,0, 0,
 Kingston HyperX Predator 16 GB  ,DDR4-2666,1 x 16GB,,9.752 ns,13,0, 0,
 Kingston HyperX Predator 16 GB  ,DDR4-3000,1 x 16GB,,10 ns,15,0, 0,
 Kingston ValueRAM 16 GB  ,DDR4-2400,1 x 16GB,$3.004,14.167 ns,17,0, 0,$48.06
 Patriot Viper LED 16 GB  ,DDR4-2666,2 x 8GB,,11.253 ns,15,4, 1,
 G.Skill Ripjaws 32 GB  ,DDR4-4000,4 x 8GB,,9 ns,18,0, 0,
 Crucial Ballistix Tactical Tracer 16 GB  ,DDR4-2666,2 x 8GB,,12.003 ns,16,0, 0,
 G.Skill Ripjaws V 16 GB  ,DDR4-3600,1 x 16GB,,10.556 ns,19,0, 0,
 ADATA XPG GAMMIX D10 4 GB  ,DDR4-2400,1 x 4GB,,13.333 ns,16,0, 0,
 ADATA XPG GAMMIX D10 8 GB  ,DDR4-2400,1 x 8GB,,13.333 ns,16,0, 0,
 Patriot Viper Venom RGB 16 GB  ,DDR4-2666,2 x 8GB,,11.253 ns,15,0, 0,
 Patriot Viper Venom RGB 16 GB  ,DDR4-3000,2 x 8GB,,10 ns,15,4, 1,
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-2666,4 x 8GB,,12.003 ns,16,0, 0,
 TEAMGROUP T-Force XCalibur RGB SE 16 GB  ,DDR4-4000,2 x 8GB,,9 ns,18,5, 2,
 Corsair Vengeance RGB 16 GB  ,DDR4-4600,2 x 8GB,,8.261 ns,19,0, 0,
 ADATA XPG SPECTRIX D41 16 GB  ,DDR4-2666,2 x 8GB,,12.003 ns,16,0, 0,
 ADATA XPG SPECTRIX D41 32 GB  ,DDR4-2666,2 x 16GB,,12.003 ns,16,0, 0,
 Crucial Ballistix Sport AT 32 GB  ,DDR4-2666,2 x 16GB,,12.003 ns,16,5, 1,
 G.Skill Trident Z 32 GB  ,DDR4-4000,2 x 16GB,,9.5 ns,19,4, 1,
 Corsair Vengeance RGB Pro 64 GB  ,DDR4-3466,4 x 16GB,,9.233 ns,16,0, 0,
 Corsair Dominator Platinum 16 GB  ,DDR4-4000,2 x 8GB,,9.5 ns,19,0, 0,
 V-Color SKYWALKER PRISM RGB 16 GB  ,DDR4-3000,2 x 8GB,,10 ns,15,0, 0,
 Crucial CT16G4TFD8266 16 GB  ,DDR4-2666,1 x 16GB,,14.254 ns,19,0, 0,
 Mushkin Silverline 32 GB  ,DDR4-2666,2 x 16GB,$2.206,14.254 ns,19,0, 0,$70.59
 ADATA Premier 16 GB  ,DDR4-2666,2 x 8GB,,14.254 ns,19,0, 0,
 Crucial Ballistix Elite 32 GB  ,DDR4-3200,2 x 16GB,,10 ns,16,0, 0,
 G.Skill Trident Z Royal 16 GB  ,DDR4-3200,2 x 8GB,,8.75 ns,14,4, 1,
 G.Skill Trident Z Royal 16 GB  ,DDR4-3200,2 x 8GB,,8.75 ns,14,5, 1,
 G.Skill Trident Z Royal 16 GB  ,DDR4-3600,2 x 8GB,,9.444 ns,17,5, 1,
 GeIL SUPER LUCE RGB SYNC 16 GB  ,DDR4-3200,2 x 8GB,,8.75 ns,14,0, 0,
 GeIL EVO SPEAR 16 GB  ,DDR4-2666,2 x 8GB,,14.254 ns,19,5, 1,
 Corsair Vengeance LPX 16 GB  ,DDR4-4700,2 x 8GB,,8.085 ns,19,0, 0,
 Crucial Ballistix Sport LT 32 GB  ,DDR4-3200,2 x 16GB,,10 ns,16,5, 2,
 Crucial Ballistix Sport LT 64 GB  ,DDR4-3200,4 x 16GB,,10 ns,16,0, 0,
 Crucial Ballistix Sport LT 16 GB  ,DDR4-3000,1 x 16GB,,10 ns,15,0, 0,
 Kingston HyperX Predator 16 GB  ,DDR4-4000,2 x 8GB,,9.5 ns,19,0, 0,
 V-Color SKYWALKER 16 GB  ,DDR4-3000,2 x 8GB,,10 ns,15,5, 1,
 Corsair Dominator Platinum RGB 16 GB  ,DDR4-3600,2 x 8GB,,8.889 ns,16,4, 1,
 G.Skill Trident Z Royal 32 GB  ,DDR4-4000,4 x 8GB,,8.5 ns,17,4, 2,
 G.Skill Ripjaws V 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,0, 0,
 G.Skill Trident Z 16 GB  ,DDR4-4000,2 x 8GB,,9.5 ns,19,0, 0,
 G.Skill Trident Z 16 GB  ,DDR4-3600,2 x 8GB,,8.889 ns,16,5, 2,
 OLOy MD4U083216BASA 8 GB  ,DDR4-3200,1 x 8GB,,10 ns,16,0, 0,
 Corsair Dominator Platinum RGB 32 GB  ,DDR4-4000,4 x 8GB,,9.5 ns,19,0, 0,
 Corsair Vengeance LPX 16 GB  ,DDR4-3000,2 x 8GB,,10 ns,15,0, 0,
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-3200,4 x 8GB,,10 ns,16,0, 0,
 Corsair Vengeance LPX 32 GB  ,DDR4-2400,1 x 32GB,,13.333 ns,16,0, 0,
 OLOy MD4U082616BFDA 16 GB  ,DDR4-2666,2 x 8GB,,12.003 ns,16,5, 1,
 GeIL SUPER LUCE RGB SYNC 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,5, 4,
 Mushkin Redline 32 GB  ,DDR4-3000,2 x 16GB,,12 ns,18,5, 1,
 Kingston HyperX Fury RGB 8 GB  ,DDR4-2666,1 x 8GB,$5.749,12.003 ns,16,0, 0,$45.99
 Kingston HyperX Fury RGB 32 GB  ,DDR4-3000,4 x 8GB,,10 ns,15,2, 1,
 Kingston HyperX Fury RGB 64 GB  ,DDR4-2666,4 x 16GB,,12.003 ns,16,0, 0,
 TEAMGROUP T-Force Dark Z 8 GB  ,DDR4-3000,1 x 8GB,,10.667 ns,16,0, 0,
 TEAMGROUP T-Force Dark Z 32 GB  ,DDR4-3000,2 x 16GB,,10.667 ns,16,0, 0,
 GeIL EVO POTENZA 32 GB  ,DDR4-3000,2 x 16GB,,10.667 ns,16,5, 1,
 Kingston HyperX Predator RGB 8 GB  ,DDR4-4000,1 x 8GB,,9.5 ns,19,0, 0,
 Kingston HyperX Predator RGB 32 GB  ,DDR4-3000,2 x 16GB,,10 ns,15,0, 0,
 TEAMGROUP T-Force Dark Za 32 GB  ,DDR4-3200,2 x 16GB,,10 ns,16,5, 1,
 Silicon Power XPOWER Turbine 16 GB  ,DDR4-2666,2 x 8GB,,12.003 ns,16,5, 1,
 Crucial Ballistix 64 GB  ,DDR4-3200,2 x 32GB,,10 ns,16,0, 0,
 Crucial Ballistix 16 GB  ,DDR4-3000,2 x 8GB,,10 ns,15,5, 2,
 Crucial Ballistix RGB 16 GB  ,DDR4-3600,2 x 8GB,,8.889 ns,16,5, 6,
 G.Skill F4-4000C15Q-32GTRS 64 GB  ,DDR4-4000,8 x 8GB,$10.900,7.5 ns,15,0, 0,$697.61
 OLOy WarHawk RGB 32 GB  ,DDR4-3600,4 x 8GB,,10 ns,18,0, 0,
 OLOy WarHawk RGB 64 GB  ,DDR4-3200,4 x 16GB,,10 ns,16,0, 0,
 OLOy WarHawk RGB 32 GB  ,DDR4-4000,2 x 16GB,,9.5 ns,19,0, 0,
 OLOy MD4U163216CJQA 64 GB  ,DDR4-3200,4 x 16GB,,10 ns,16,0, 0,
 OLOy MD4U083216BHDA 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,0, 0,
 Kingston HyperX Fury 16 GB  ,DDR4-3000,1 x 16GB,,10 ns,15,0, 0,
 TEAMGROUP T-Force Dark Z 16 GB  ,DDR4-3600,2 x 8GB,,10 ns,18,0, 0,
 Kingston HyperX Fury 128 GB  ,DDR4-3200,4 x 32GB,,10 ns,16,0, 0,
 Corsair Vengeance RGB Pro 128 GB  ,DDR4-3200,4 x 32GB,,10 ns,16,0, 0,
 G.Skill Trident Z RGB 128 GB  ,DDR4-2666,4 x 32GB,,13.503 ns,18,0, 0,
 OLOy WarHawk RGB 32 GB  ,DDR4-3600,2 x 16GB,,8.889 ns,16,0, 0,
 OLOy WarHawk RGB 64 GB  ,DDR4-3200,2 x 32GB,,10 ns,16,0, 0,
 TEAMGROUP T-Force Night Hawk Legend RGB 32 GB  ,DDR4-3200,2 x 16GB,,10 ns,16,5, 1,
 ADATA XPG SPECTRIX D50 16 GB  ,DDR4-4133,2 x 8GB,,9.194 ns,19,0, 0,
 G.Skill Trident Z RGB 16 GB  ,DDR4-4266,2 x 8GB,,7.97 ns,17,0, 0,
 G.Skill Trident Z Royal 128 GB  ,DDR4-4000,4 x 32GB,,9 ns,18,0, 0,
 Thermaltake TOUGHRAM RC 16 GB  ,DDR4-4000,2 x 8GB,$9.749,9.5 ns,19,0, 0,$155.99
 ADATA XPG GAMMIX D20 32 GB  ,DDR4-3200,2 x 16GB,,10 ns,16,5, 1,
 G.Skill Trident Z Neo 32 GB  ,DDR4-3800,4 x 8GB,,8.421 ns,16,5, 1,
 Kingston HyperX Fury 64 GB  ,DDR4-2400,4 x 16GB,,12.5 ns,15,0, 0,
 Kingston HyperX Fury 64 GB  ,DDR4-3600,4 x 16GB,,10 ns,18,0, 0,
 Apacer AU 16 GB  ,DDR4-2133,1 x 16GB,,14.065 ns,15,0, 0,
 Apacer AS 8 GB  ,DDR4-2666,1 x 8GB,,14.254 ns,19,0, 0,
 TEAMGROUP T-Force Dark Z 64 GB  ,DDR4-3200,2 x 32GB,,10 ns,16,0, 0,
 G.Skill Trident Z Royal 32 GB  ,DDR4-4000,2 x 16GB,,7 ns,14,0, 0,
 Silicon Power GAMING 16 GB  ,DDR4-3000,2 x 8GB,,10.667 ns,16,0, 0,
 OLOy Blade RGB 32 GB  ,DDR5-4800,2 x 16GB,,16.667 ns,40,0, 0,
 G.Skill Trident Z5 32 GB  ,DDR5-5600,2 x 16GB,,12.857 ns,36,5, 1,
 G.Skill Trident Z5 32 GB  ,DDR5-6000,2 x 16GB,,12 ns,36,0, 0,
 Acer Predator Apollo RGB 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,0, 0,
 Acer Predator Talos 16 GB  ,DDR4-2666,1 x 16GB,,13.503 ns,18,0, 0,
 G.Skill Trident Z Royal Elite 16 GB  ,DDR4-4800,2 x 8GB,,7.917 ns,19,0, 0,
 G.Skill Trident Z Royal 16 GB  ,DDR4-4000,2 x 8GB,,8 ns,16,0, 0,
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-5600,2 x 16GB,,12.857 ns,36,0, 0,
 OLOy Blade RGB 16 GB  ,DDR4-4000,2 x 8GB,,7.5 ns,15,0, 0,
 V-Color Manta XPrism RGB 32 GB  ,DDR5-6000,2 x 16GB,,12 ns,36,0, 0,
 G.Skill Trident Z Royal 128 GB  ,DDR4-2666,4 x 32GB,,14.254 ns,19,0, 0,
 G.Skill Trident Z Royal 16 GB  ,DDR4-5066,2 x 8GB,,7.896 ns,20,0, 0,
 HP V8 RGB 16 GB  ,DDR4-3000,2 x 8GB,,10.667 ns,16,0, 0,
 GeIL Orion RGB AMD Edition 16 GB  ,DDR4-3000,1 x 16GB,,10.667 ns,16,0, 0,
 GeIL Orion RGB AMD Edition 32 GB  ,DDR4-4000,1 x 32GB,,9 ns,18,0, 0,
 GeIL Orion RGB AMD Edition 16 GB  ,DDR4-3000,2 x 8GB,,10.667 ns,16,0, 0,
 GeIL Orion RGB AMD Edition 32 GB  ,DDR4-3200,2 x 16GB,,10 ns,16,0, 0,
 GeIL Orion RGB AMD Edition 32 GB  ,DDR4-3200,2 x 16GB,,10 ns,16,0, 0,
 GeIL EVO Potenza AMD Edition 32 GB  ,DDR4-3200,2 x 16GB,,10 ns,16,5, 1,
 GeIL Polaris RGB 64 GB  ,DDR5-4800,2 x 32GB,,16.667 ns,40,0, 0,
 Addlink Spider 4 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,0, 0,
 TEAMGROUP T-Force Vulcan Z 32 GB  ,DDR4-3600,1 x 32GB,,10 ns,18,0, 0,
 TEAMGROUP T-Force Vulcan Z 32 GB  ,DDR4-3600,2 x 16GB,,7.778 ns,14,0, 0,
 TEAMGROUP T-Force Vulcan Z 16 GB  ,DDR4-3600,2 x 8GB,,7.778 ns,14,0, 0,
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR4-3600,1 x 32GB,,10 ns,18,0, 0,
 Kingston Server Premier 16 GB  ,DDR4-2666,1 x 16GB,$3.687,14.254 ns,19,0, 0,$58.99
 Kingston Server Premier 8 GB  ,DDR4-3200,1 x 8GB,$4.026,13.75 ns,22,0, 0,$32.21
 G.Skill Ripjaws S5 32 GB  ,DDR5-5200,2 x 16GB,,10.769 ns,28,0, 0,
 G.Skill Ripjaws S5 32 GB  ,DDR5-5200,2 x 16GB,,13.846 ns,36,0, 0,
 G.Skill Ripjaws S5 32 GB  ,DDR5-5200,2 x 16GB,,13.846 ns,36,0, 0,
 G.Skill Ripjaws S5 64 GB  ,DDR5-6000,2 x 32GB,,10 ns,30,0, 0,
 ADATA XPG GAMMIX D20 8 GB  ,DDR4-3200,1 x 8GB,,10 ns,16,0, 0,
 ADATA XPG GAMMIX D20 32 GB  ,DDR4-3200,1 x 32GB,,10 ns,16,0, 0,
 ADATA XPG GAMMIX D20 16 GB  ,DDR4-3600,2 x 8GB,,10 ns,18,0, 0,
 TEAMGROUP T-Force Xtreem ARGB 16 GB  ,DDR4-4800,2 x 8GB,,8.333 ns,20,0, 0,
 Lexar Hades OC 16 GB  ,DDR4-3600,1 x 16GB,,10 ns,18,0, 0,
 Lexar Hades OC 8 GB  ,DDR4-3200,1 x 8GB,,11.25 ns,18,0, 0,
 TEAMGROUP T-Force Vulcan 16 GB  ,DDR5-5200,2 x 8GB,,15.385 ns,40,0, 0,
 TEAMGROUP Elite 16 GB  ,DDR4-2133,2 x 8GB,,14.065 ns,15,0, 0,
 TEAMGROUP T-Force Vulcan TUF Gaming Alliance 32 GB  ,DDR4-2400,2 x 16GB,,12.5 ns,15,0, 0,
 ADATA XPG GAMMIX D45 8 GB  ,DDR4-3600,1 x 8GB,,10 ns,18,0, 0,
 ADATA XPG SPECTRIX D50 8 GB  ,DDR4-3000,1 x 8GB,,10.667 ns,16,0, 0,
 ADATA XPG SPECTRIX D50 64 GB  ,DDR4-3200,2 x 32GB,,10 ns,16,0, 0,
 Mushkin Redline Lumina 16 GB  ,DDR4-3200,2 x 8GB,$5.354,8.75 ns,14,0, 0,$85.67
 Mushkin Silverline 8 GB  ,DDR4-2133,2 x 4GB,$13.124,14.065 ns,15,0, 0,$104.99
 G.Skill Trident Z 32 GB  ,DDR5-6000,2 x 16GB,,13.333 ns,40,0, 0,
 G.Skill Trident Z 32 GB  ,DDR5-6000,2 x 16GB,,13.333 ns,40,0, 0,
 G.Skill Ripjaws V 128 GB  ,DDR4-2666,8 x 16GB,,12.003 ns,16,0, 0,
 G.Skill Trident Z RGB 64 GB  ,DDR4-2666,2 x 32GB,,14.254 ns,19,0, 0,
 G.Skill F4-3200C16Q-64GTZKO 64 GB  ,DDR4-3200,4 x 16GB,,10 ns,16,0, 0,
 G.Skill F4-4000C19D-32GTZSW 32 GB  ,DDR4-4000,2 x 16GB,,9.5 ns,19,0, 0,
 G.Skill Ripjaws 4 8 GB  ,DDR4-3000,1 x 8GB,,10.667 ns,16,0, 0,
 TEAMGROUP Elite Plus 32 GB  ,DDR5-5600,2 x 16GB,,14.286 ns,40,0, 0,
 Patriot Viper 4 Blackout 64 GB  ,DDR4-3000,2 x 32GB,,10.667 ns,16,0, 0,
 Silicon Power XPOWER Zenith Gaming 64 GB  ,DDR5-5600,2 x 32GB,,14.286 ns,40,0, 0,
 Silicon Power SP001GBRDE400O01 1 GB  ,DDR-400,1 x 1GB,,12.5 ns,2.5,0, 0,
 TEAMGROUP T-Force Vulcan 16 GB  ,DDR5-5600,1 x 16GB,,11.429 ns,32,0, 0,
 Corsair Dominator Platinum RGB 64 GB  ,DDR5-5600,2 x 32GB,,12.857 ns,36,0, 0,
 TEAMGROUP Night Hawk RGB Gen 2 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,0, 0,
 ADATA XPG Z1 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,0, 0,
 Mushkin Redline 32 GB  ,DDR5-5200,2 x 16GB,,15.385 ns,40,0, 0,
 Neo Forza FAYE 16 GB  ,DDR4-3600,2 x 8GB,,10 ns,18,0, 0,
 V-Color Manta XPrism RGB 32 GB  ,DDR5-7800,2 x 16GB,,9.744 ns,38,0, 0,
 Neo Forza MARS 64 GB  ,DDR4-4000,2 x 32GB,,9.5 ns,19,0, 0,
 Neo Forza MARS 32 GB  ,DDR4-4000,2 x 16GB,,9.5 ns,19,0, 0,
 TEAMGROUP Elite Plus 32 GB  ,DDR5-5200,1 x 32GB,,16.154 ns,42,0, 0,
 OLOy Blade RGB 32 GB  ,DDR5-6800,2 x 16GB,,11.765 ns,40,0, 0,
 OLOy Blade 32 GB  ,DDR5-6400,2 x 16GB,,10 ns,32,0, 0,
 PROXMEM KERBEROS 16 GB  ,DDR4-3600,2 x 8GB,,7.778 ns,14,0, 0,
 PROXMEM KERBEROS 32 GB  ,DDR5-5200,2 x 16GB,,15.385 ns,40,0, 0,
 Timetec PINNACLE Konduit 32 GB  ,DDR4-3600,1 x 32GB,,10 ns,18,0, 0,
 Timetec PINNACLE Konduit RGB 64 GB  ,DDR4-3600,2 x 32GB,,10 ns,18,0, 0,
 PROXMEM KERBEROS TUF 32 GB  ,DDR5-6400,2 x 16GB,,10 ns,32,0, 0,
 ADATA XPG CASTER RGB 32 GB  ,DDR5-6400,2 x 16GB,,10 ns,32,0, 0,
 TEAMGROUP T-Force DELTAÎ± RGB 8 GB  ,DDR5-5200,1 x 8GB,,14.615 ns,38,0, 0,
 OLOy Blade RGB 32 GB  ,DDR5-7200,2 x 16GB,,10 ns,36,0, 0,
 Kingston FURY Beast 64 GB  ,DDR4-3200,2 x 32GB,,10 ns,16,0, 0,
 OLOy Blade RGB 64 GB  ,DDR4-3600,2 x 32GB,,10 ns,18,0, 0,
 GeIL ORION V RGB 32 GB  ,DDR5-6000,2 x 16GB,,12.667 ns,38,0, 0,
 TEAMGROUP Elite Plus 16 GB  ,DDR4-3200,1 x 16GB,,13.75 ns,22,0, 0,
 TEAMGROUP Elite Plus 32 GB  ,DDR4-3200,2 x 16GB,,13.75 ns,22,0, 0,
 TEAMGROUP Elite Plus 16 GB  ,DDR4-3200,1 x 16GB,,13.75 ns,22,0, 0,
 TEAMGROUP Elite Plus 32 GB  ,DDR4-3200,2 x 16GB,,13.75 ns,22,0, 0,
 TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB  ,DDR5-5600,1 x 16GB,,12.857 ns,36,0, 0,
 TEAMGROUP Elite 64 GB  ,DDR5-6400,2 x 32GB,,16.25 ns,52,0, 0,
 Klevv CRAS XR5 RGB 32 GB  ,DDR5-6200,2 x 16GB,,10.323 ns,32,0, 0,
 GeIL EVO V RGB 32 GB  ,DDR5-6000,2 x 16GB,,10 ns,30,0, 0,
 GeIL EVO V RGB 48 GB  ,DDR5-6400,1 x 48GB,,11.875 ns,38,0, 0,
 GOODRAM IRDM PRO 8 GB  ,DDR4-3600,1 x 8GB,,10 ns,18,0, 0,
 GOODRAM IRDM PRO 32 GB  ,DDR4-3600,2 x 16GB,,9.444 ns,17,0, 0,
 Apacer Panther RGB 32 GB  ,DDR5-5600,2 x 16GB,,14.286 ns,40,0, 0,
 Apacer Panther 32 GB  ,DDR5-5600,2 x 16GB,,14.286 ns,40,0, 0,
 ADATA XPG Lancer Blade RGB 32 GB  ,DDR5-6000,1 x 32GB,,10 ns,30,0, 0,
 ADATA XPG Lancer Blade RGB 64 GB  ,DDR5-6000,2 x 32GB,,10 ns,30,0, 0,
 TEAMGROUP T-Force Vulcan 64 GB  ,DDR5-6400,2 x 32GB,,10.625 ns,34,0, 0,
 TEAMGROUP T-Force Vulcan 16 GB  ,DDR5-6400,1 x 16GB,,9.375 ns,30,0, 0,
 TEAMGROUP T-Force Vulcan 16 GB  ,DDR5-7000,1 x 16GB,,9.143 ns,32,0, 0,
 TEAMGROUP T-Force Vulcan 32 GB  ,DDR5-6400,2 x 16GB,,9.375 ns,30,0, 0,
 Lexar Ares RGB 16 GB  ,DDR4-4000,2 x 8GB,,9 ns,18,0, 0,
 GeIL EVO X II AMD 32 GB  ,DDR4-2400,2 x 16GB,,15.833 ns,19,0, 0,
