Name,Type,Efficiency,Wattage,Modular,Rating,Rating Count,Price
 Kingwin ABT-750MM  ,ATX, Rating,750 W,No,0, 0,
 FSP Group Hydro PTM  ,ATX, Rating80+ Platinum,750 W,Full,0, 0,
 LC-Power LC1200 V2.4  ,ATX, Rating80+ Platinum,1200 W,Full,0, 0,
 Rosewill HERCULES-1600  ,ATX, Rating80+ Silver,1600 W,Semi,5, 1,
 Antec High Current Pro  ,ATX, Rating80+ Gold,750 W,Semi,5, 6,
 SeaSonic SS-500ES Bronze  ,ATX, Rating80+ Bronze,500 W,No,0, 0,
 Logisys PS575XBK  ,ATX, Rating,575 W,No,0, 0,
 Super Flower Leadex III ARGB Pro  ,ATX, Rating80+ Gold,850 W,Full,5, 1,
 Topower TOP-500WB  ,ATX, Rating80+ Bronze,500 W,No,0, 0,
 Nfortec Sagitta RGB  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Thermaltake Toughpower  ,ATX, Rating80+ Gold,1500 W,Semi,0, 0,
 Fractal Design Newton R3  ,ATX, Rating80+ Platinum,600 W,Semi,5, 1,
 Fractal Design Integra R2  ,ATX, Rating80+ Bronze,500 W,No,5, 2,
 BitFenix Fury  ,ATX, Rating80+ Gold,550 W,Semi,5, 2,
 Fractal Design Integra R2  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 Azza PSAZ-700A14  ,ATX, Rating80+ Bronze,700 W,No,0, 0,
 Cougar COUGAR-GX700  ,ATX, Rating80+ Gold,700 W,Full,0, 0,
 PC Power & Cooling Silencer MK III  ,ATX, Rating80+ Gold,850 W,Semi,5, 3,
 Super Flower Leadex Gold  ,ATX, Rating80+ Gold,750 W,Full,5, 3,
 Antec VP-P  ,ATX, Rating,450 W,No,0, 0,
 Thermaltake German  ,ATX, Rating80+ Gold,650 W,Semi,0, 0,
 Thermaltake Toughpower DPS G  ,ATX, Rating80+ Gold,650 W,Full,4, 2,
 FSP Group FSP300-60SGV  ,TFX, Rating80+ Gold,300 W,No,5, 1,
 Antec Earthwatts  ,ATX, Rating80+ Bronze,500 W,No,5, 2,$124.98
 Rosewill SMG750  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Rosewill VALENS-500  ,ATX, Rating80+ Gold,500 W,No,4, 1,
 Deepcool DQ650ST  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 Deepcool PM700D  ,ATX, Rating80+ Gold,700 W,No,0, 0,
 LC-Power LC6450 V2.3  ,ATX, Rating80+ Bronze,450 W,No,0, 0,
 SeaSonic S12G  ,ATX, Rating80+ Gold,750 W,No,5, 1,
 Antec High Current Pro  ,ATX, Rating80+ Platinum,750 W,Full,0, 0,
 Rosewill CAPSTONE-1000-M  ,ATX, Rating80+ Gold,1000 W,Semi,4, 1,
 Enermax REVOLUTION X't  ,ATX, Rating80+ Gold,630 W,Semi,0, 0,
 Fractal Design Edison M  ,ATX, Rating80+ Gold,550 W,Semi,0, 0,
 be quiet! Pure Power 10  ,ATX, Rating80+ Silver,400 W,No,0, 0,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,
 Super Flower Leadex Platinum  ,ATX, Rating80+ Platinum,750 W,Full,5, 1,
 Thermaltake Toughpower XT  ,ATX, Rating80+ Platinum,1275 W,Semi,5, 1,
 VIVO 24K  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Zalman ZM1000-HP  ,ATX, Rating80+,1000 W,Full,0, 0,
 Rosewill RD-Z  ,ATX, Rating80+,450 W,No,0, 0,
 Zalman ZM460B-APS  ,ATX, Rating,460 W,No,0, 0,
 XFX ProSeries  ,ATX, Rating80+ Platinum,1000 W,Full,5, 1,
 Thermaltake EVO_Blue  ,ATX, Rating80+ Gold,850 W,Semi,0, 0,
 Enermax RevoBron TGA  ,ATX, Rating80+ Bronze,700 W,Semi,0, 0,
 Cougar RX600  ,ATX, Rating80+,600 W,No,4, 1,
 Antec Signature  ,ATX, Rating80+ Bronze,850 W,Full,5, 1,
 Apex AL-A350ATX  ,ATX, Rating,350 W,No,0, 0,
 CoolMax CA-300  ,ATX, Rating,300 W,No,0, 0,
 CoolMax MP-550B  ,ATX, Rating80+,550 W,No,0, 0,
 VisionTek 900349  ,ATX, Rating80+ Bronze,800 W,No,0, 0,
 Enermax EMG700AWT  ,ATX, Rating80+ Gold,700 W,Full,0, 0,
 OCZ EliteXStream  ,ATX, Rating80+,800 W,No,0, 0,
 OCZ Z Series Gold  ,ATX, Rating80+ Gold,1000 W,Semi,4, 1,
 Raidmax RX-1200AE  ,ATX, Rating80+ Bronze,1200 W,Semi,5, 2,
 Raidmax RX-450K  ,ATX, Rating,450 W,No,4, 1,
 Rosewill RX850-S-B  ,ATX, Rating80+,850 W,No,4, 7,
 Silverstone DA700  ,ATX, Rating,700 W,Full,0, 0,
 Silverstone OP1000-E  ,ATX, Rating,1000 W,No,0, 0,
 Silverstone OP750  ,ATX, Rating,750 W,No,0, 0,
 XClio STABLEPOWER GOLD 750W  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Silverstone Strider  ,ATX, Rating80+,400 W,No,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Bronze,600 W,No,0, 0,
 SeaSonic SSP-350SE  ,ATX, Rating80+ Bronze,350 W,No,0, 0,
 Thermaltake Toughpower  ,ATX, Rating80+ Silver,1350 W,Semi,0, 0,
 Thermaltake Toughpower  ,ATX, Rating80+ Bronze,1000 W,Full,0, 0,
 Thermaltake Toughpower  ,ATX, Rating80+,1200 W,Full,0, 0,
 Thermaltake TR2  ,ATX, Rating80+ Gold,500 W,No,0, 0,
 Enermax REVOLUTION X't  ,ATX, Rating80+ Gold,730 W,Semi,5, 2,
 Deepcool PM550D  ,ATX, Rating80+ Gold,550 W,No,0, 0,
 Deepcool PM600D  ,ATX, Rating80+ Gold,600 W,No,0, 0,
 Rosewill Quark 550  ,ATX, Rating80+ Platinum,550 W,Full,5, 3,
 SeaSonic SSP-650RT  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 Sparkle GW-EPS1250DA  ,ATX, Rating80+ Gold,1250 W,Full,0, 0,
 Antec High Current Gamer  ,ATX, Rating80+ Bronze,400 W,Semi,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 SeaSonic Core GC  ,ATX, Rating80+ Gold,550 W,No,0, 0,
 Enermax EPM750AWT  ,ATX, Rating80+ Platinum,750 W,Semi,0, 0,
 Kingwin AP-550  ,ATX, Rating80+ Platinum,550 W,No,0, 0,
 Enermax RevoBron  ,ATX, Rating80+ Bronze,600 W,Semi,0, 0,
 Thermaltake Toughpower  ,ATX, Rating80+,1000 W,No,0, 0,
 Sparkle ATX-400PN-B204  ,ATX, Rating,400 W,No,0, 0,
 Sparkle ATX-400PA  ,ATX, Rating,400 W,No,0, 0,
 Thermaltake Toughpower DPS G RGB Gold  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Cooler Master MasterWatt TUF Gaming Alliance  ,ATX, Rating80+ Bronze,550 W,Semi,0, 0,
 Silverstone Zeus  ,ATX, Rating80+ Silver,1350 W,Full,0, 0,
 CoolMax CL-500B  ,ATX, Rating,500 W,No,0, 0,
 Super Flower Leadex III ARGB  ,ATX, Rating80+ Gold,550 W,Full,0, 0,
 Super Flower Leadex III Super Pro  ,ATX, Rating80+ Bronze,850 W,Full,0, 0,
 BitFenix Whisper M  ,ATX, Rating80+ Gold,550 W,Full,0, 0,
 CoolMax ZU-600B  ,ATX, Rating80+ Bronze,600 W,Semi,4, 5,
 GAMDIAS ASTRAPE P1 G  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Thermalright TB450S  ,ATX, Rating80+ Bronze,450 W,No,0, 0,
 Thermalright TB550S  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 Thermalright AG-850  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Athena Power AP-TFX30  ,TFX, Rating,300 W,No,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Gold,700 W,No,0, 0,
 Rosewill Fortress  ,ATX, Rating80+ Platinum,750 W,No,5, 5,
 Rosewill Fortress  ,ATX, Rating80+ Platinum,550 W,No,0, 0,
 Aerocool GT-1050SG  ,ATX, Rating80+ Gold,1050 W,Semi,0, 0,
 Sentey MBP HM  ,ATX, Rating80+ Bronze,850 W,Semi,0, 0,
 Cooler Master V Semi-Modular  ,ATX, Rating80+ Gold,550 W,Semi,5, 3,
 Corsair TX650 V2  ,ATX, Rating80+ Bronze,650 W,No,4, 5,
 Raidmax RX-700AT  ,ATX, Rating80+ Titanium,700 W,Semi,0, 0,
 NZXT HALE82N 550W  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 NZXT HALE82N 650W  ,ATX, Rating80+ Bronze,650 W,No,5, 1,
 FSP Group ZEN 400  ,ATX, Rating80+ Bronze,400 W,No,4, 1,
 Enermax ENP500AWT  ,ATX, Rating80+,500 W,No,5, 2,
 Broadway Com Corp OKIA-BLACK-600  ,ATX, Rating,600 W,No,0, 0,
 Enermax Platimax D.F.  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Gold,850 W,No,5, 2,
 Antec High Current Gamer  ,ATX, Rating80+ Bronze,400 W,No,0, 0,
 Enermax ENM750AWT  ,ATX, Rating80+ Bronze,750 W,Semi,4, 1,
 SeaSonic X  ,ATX, Rating80+ Gold,760 W,Full,5, 2,
 Thermaltake Toughpower  ,ATX, Rating80+ Gold,750 W,No,5, 4,
 Corsair G600  ,ATX, Rating80+,600 W,No,4, 2,
 FSP Group AURUM GOLD 600  ,ATX, Rating80+ Gold,600 W,No,0, 0,
 Cooler Master Silent Pro Platinum  ,ATX, Rating80+ Platinum,550 W,Semi,0, 0,
 Sparkle R-SPI600GHN  ,ATX, Rating80+,600 W,No,0, 0,
 Rosewill PHOTON 1350  ,ATX, Rating80+ Gold,1350 W,Full,0, 0,
 Cooler Master Hyper White  ,ATX, Rating80+,400 W,No,0, 0,
 Rosewill Capstone G750  ,ATX, Rating80+ Gold,750 W,Semi,5, 1,
 Rosewill Capstone G850  ,ATX, Rating80+ Gold,850 W,Semi,0, 0,
 G.Skill PS850P   ,ATX, Rating80+ Platinum,850 W,Full,0, 0,
 OCZ Fatal1ty  ,ATX, Rating80+ Bronze,750 W,Full,4, 1,
 LEPA MaxBron  ,ATX, Rating80+ Bronze,800 W,Semi,3, 1,
 LEPA MX-F1  ,ATX, Rating,400 W,No,0, 0,
 Fractal Design Tesla R2  ,ATX, Rating80+ Gold,1000 W,No,0, 0,
 FSP Group Hydro PTM  ,ATX, Rating80+ Platinum,550 W,Full,0, 0,
 Cougar CMD 600  ,ATX, Rating80+ Bronze,600 W,Semi,0, 0,
 FSP Group VITAL 400  ,ATX, Rating80+,400 W,No,0, 0,
 Athena Power AP-MFATX35  ,Mini ITX, Rating80+ Bronze,350 W,No,0, 0,
 In Win Commander II  ,ATX, Rating80+ Bronze,1200 W,Full,5, 2,
 Cooler Master VSM  ,ATX, Rating80+ Gold,650 W,Semi,5, 4,
 SeaSonic SS-500ET Bronze  ,ATX, Rating80+ Bronze,500 W,No,0, 0,
 OCZ ZS  ,ATX, Rating80+ Bronze,550 W,No,4, 4,
 Raidmax Cobra  ,ATX, Rating80+ Gold,1200 W,Semi,0, 0,
 Mistel MX650 FANLESS  ,ATX, Rating80+ Platinum,650 W,Full,0, 0,
 Athena Power AP-P4ATX80FEP8  ,ATX, Rating80+ Bronze,800 W,No,0, 0,
 Sentey ERP-400-SS  ,ATX, Rating,400 W,No,0, 0,
 Cougar COUGAR-A760  ,ATX, Rating80+ Bronze,760 W,No,5, 1,
 Cougar COUGAR-SX700  ,ATX, Rating80+ Silver,700 W,No,0, 0,
 Cougar COUGAR-700CMX  ,ATX, Rating80+ Bronze,700 W,No,4, 1,
 Apevia Astro  ,ATX, Rating,500 W,No,0, 0,
 Rosewill RD600-M  ,ATX, Rating,600 W,Semi,0, 0,
 SeaSonic Platinum  ,ATX, Rating80+ Platinum,520 W,Full,0, 0,
 Ultra X4 Special Edition  ,ATX, Rating80+ Bronze,850 W,Full,4, 1,
 Super Flower Golden Green HX  ,ATX, Rating80+ Gold,750 W,No,0, 0,
 Super Flower Golden Silent  ,ATX, Rating80+ Gold,430 W,Semi,0, 0,
 Super Flower Leadex Gold  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Mushkin MKNPSJL1000  ,ATX, Rating80+ Gold,1000 W,No,0, 0,
 Thermaltake Toughpower  ,ATX, Rating80+ Silver,1000 W,Semi,5, 1,
 Super Flower SF-1000F14MP White  ,ATX, Rating80+ Platinum,1000 W,Full,5, 1,
 LEPA G800-MB  ,ATX, Rating80+ Gold,800 W,Semi,0, 0,
 Thermaltake Toughpower DPS G  ,ATX, Rating80+ Gold,750 W,Full,4, 1,
 Cooler Master MWE Gold V2 ATX3.0  ,ATX, Rating80+ Gold,1050 W,Full,0, 0,$168.99
 Apex AL-A400ATX  ,ATX, Rating,400 W,No,0, 0,$94.41
 YEYIAN Raiden RGB  ,ATX, Rating80+ Bronze,650 W,No,0, 0,$69.98
 Sparkle ATX-300PA  ,ATX, Rating,300 W,No,0, 0,$187.99
 SeaSonic Platinum  ,ATX, Rating80+ Bronze,600 W,No,0, 0,$128.01
 Rosewill VALENS-700  ,ATX, Rating80+ Gold,700 W,No,0, 0,
 Rosewill VALENS-600M  ,ATX, Rating80+ Gold,600 W,Semi,0, 0,
 YEYIAN Raiden RGB  ,ATX, Rating80+ Gold,850 W,No,0, 0,
 Cooler Master Silent Pro Gold  ,ATX, Rating80+ Gold,550 W,No,4, 1,
 Cooler Master MWE White V2 230V  ,ATX, Rating80+,750 W,No,0, 0,
 Cooler Master MWE White V2 230V  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 Enermax EPM850EWT  ,ATX, Rating80+ Platinum,850 W,Semi,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Gold,850 W,Full,5, 3,
 SeaSonic PRIME AIRTOUCH  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 be quiet! TFX Power 2  ,TFX, Rating80+ Bronze,300 W,No,0, 0,
 Enermax REVOLUTION87+  ,ATX, Rating80+ Gold,550 W,Semi,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Bronze,400 W,No,0, 0,
 Apevia ATX-RP500W  ,ATX, Rating,500 W,No,0, 0,
 Kuroutoshikou KRPW-BR550W/85+  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 FirePower ZT  ,ATX, Rating80+ Bronze,550 W,Full,0, 0,
 SeaSonic SS-750HT Silver  ,ATX, Rating80+ Silver,750 W,No,0, 0,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Platinum,1050 W,Full,0, 0,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Platinum,1200 W,Full,0, 0,
 Thermaltake EVO_Blue  ,ATX, Rating,750 W,Full,0, 0,
 Rocketfish RF-900WPS  ,ATX, Rating,900 W,Full,0, 0,
 Antec EDGE  ,ATX, Rating80+ Gold,550 W,Full,5, 3,
 Rosewill Capstone  ,ATX, Rating80+ Gold,450 W,No,5, 6,
 Zalman ZM600-HP  ,ATX, Rating,600 W,Full,5, 1,
 Cooler Master Silent Pro Hybrid  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Thermaltake EVO_Blue  ,ATX, Rating80+ Gold,750 W,Semi,0, 0,
 Thermaltake EVO_Blue  ,ATX, Rating80+ Gold,650 W,Semi,0, 0,
 E-Power EP-600NE-XV  ,ATX, Rating,600 W,No,0, 0,
 LEPA B850-MA  ,ATX, Rating80+ Bronze,850 W,Semi,4, 1,
 LEPA G  ,ATX, Rating80+ Gold,650 W,Semi,5, 1,
" FSP Group Hydro PTM X PRO,Gen5  ",ATX, Rating80+ Platinum,850 W,Full,0, 0,
 CoolMax ZP-750B  ,ATX, Rating80+ Bronze,750 W,Semi,0, 0,
 In Win Commander III 600  ,ATX, Rating80+ Gold,600 W,Semi,0, 0,
 NZXT HALE90 V2 1200W  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 Antec Basiq  ,ATX, Rating80+,430 W,No,4, 1,
 Antec Basiq  ,ATX, Rating,500 W,No,3, 1,
 Apevia ATX-AS600W-BL  ,ATX, Rating,600 W,No,0, 0,
 Mushkin MKNPSJL800  ,ATX, Rating80+ Silver,800 W,No,0, 0,
 HEC Raptor500  ,ATX, Rating,500 W,No,0, 0,
 HEC HP485D  ,ATX, Rating,485 W,No,5, 2,
 HEC HP485D Retail  ,ATX, Rating,485 W,No,0, 0,
 HEC HP585D RETAIL  ,ATX, Rating,585 W,No,2, 1,
 XFX ProSeries  ,ATX, Rating80+ Gold,1050 W,Full,5, 3,
 CoolMax CA-350  ,ATX, Rating,350 W,No,0, 0,
 CoolMax CUG-950B  ,ATX, Rating,950 W,Full,0, 0,
 VisionTek 900490  ,ATX, Rating80+ Bronze,800 W,Semi,0, 0,
 CoolMax CXI-600B  ,ATX, Rating,600 W,No,0, 0,
 Enermax EMG800EWT  ,ATX, Rating80+ Gold,800 W,Full,0, 0,
 Enermax EPG500AWT  ,ATX, Rating80+ Gold,500 W,No,0, 0,
 Enermax ETK500AWT  ,ATX, Rating,500 W,No,3, 1,
 EVGA Classified SR-2  ,ATX, Rating80+ Silver,1200 W,Full,0, 0,
 OCZ StealthXstream II  ,ATX, Rating80+,500 W,No,3, 2,
 OCZ StealthXstream II  ,ATX, Rating80+,700 W,No,0, 0,
 Silverstone Strider  ,ATX, Rating80+,1200 W,Full,0, 0,
 Thermaltake EVO_Blue  ,ATX, Rating,550 W,Full,0, 0,
 XFX Black Edition  ,ATX, Rating80+ Silver,750 W,Full,0, 0,
 SeaSonic SS-300SFD  ,SFX, Rating80+,300 W,No,0, 0,
 Thermaltake Toughpower iRGB PLUS 850 Platinum  ,ATX, Rating80+ Platinum,850 W,Full,3, 1,
 Rosewill Quark 650  ,ATX, Rating80+ Platinum,650 W,Full,4, 1,
 Rosewill Quark 750  ,ATX, Rating80+ Platinum,750 W,Full,4, 3,
 Apevia Raptor  ,ATX, Rating,450 W,No,0, 0,
 Antec Earthwatts  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 FSP Group ATX400-PNT  ,ATX, Rating,400 W,No,5, 1,
 SeaSonic M12II 850 EVO  ,ATX, Rating80+ Bronze,850 W,Full,0, 0,
 Sparkle ATX-450PN  ,ATX, Rating,450 W,No,0, 0,
 VisionTek 900346  ,ATX, Rating,500 W,No,0, 0,
 Corsair CX400  ,ATX, Rating80+,400 W,No,0, 0,
 Thermaltake Toughpower DPS G RGB Gold  ,ATX, Rating80+ Gold,750 W,Full,4, 2,
 Topower TOP-400W801  ,ATX, Rating80+,400 W,No,0, 0,
 XFX XT  ,ATX, Rating80+ Bronze,400 W,No,0, 0,
 Logisys AT750BK  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 be quiet! Straight Power E9  ,ATX, Rating80+ Gold,600 W,No,0, 0,
 Super Flower Leadex III Super Pro  ,ATX, Rating80+ Bronze,750 W,Full,0, 0,
 Ultra ULT-LSP550  ,ATX, Rating,550 W,No,2, 1,
 Thermaltake Toughpower DPS G RGB  ,ATX, Rating80+ Titanium,1250 W,Full,0, 0,
 Super Flower LEADEX VII XG  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Super Flower Leadex V Pro  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$210.62
 Silverstone Strider  ,ATX, Rating80+ Gold,1000 W,Full,4, 1,
 Silverstone Strider  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 GAMDIAS ASTRAPE P1 G  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Super Flower Leadex Titanium  ,ATX, Rating80+ Titanium,750 W,Full,5, 1,
 In Win GreenMe 650  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 Cougar DX500  ,ATX, Rating80+,500 W,No,0, 0,
 Rosewill SMG850  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Bronze,600 W,No,5, 2,
 Thermalright TB750S  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 Thermalright TB-650  ,ATX, Rating80+ Bronze,650 W,Full,0, 0,
 Thermalright AG-650  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Athena Power AP-P4ATX35  ,ATX, Rating,350 W,No,0, 0,
 Athena Power AP-MFATX22  ,Mini ITX, Rating,220 W,No,0, 0,
 Diablotek PHD750  ,ATX, Rating,750 W,No,1, 1,
 Diablotek PHD350  ,ATX, Rating,350 W,No,5, 2,
 Diablotek PSDA600  ,ATX, Rating,600 W,No,3, 1,
 Rosewill Fortress  ,ATX, Rating80+ Platinum,450 W,No,0, 0,
 Antec High Current Pro  ,ATX, Rating80+ Platinum,850 W,Full,5, 3,
 Xion XON-1100P14HE  ,ATX, Rating,1100 W,No,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Bronze,700 W,No,0, 0,
 Enermax DIGIFANLESS  ,ATX, Rating80+ Platinum,550 W,Full,0, 0,
 StarTech ATX2POWER430  ,ATX, Rating80+,430 W,No,0, 0,
 StarTech ATX2PW430PRO  ,ATX, Rating80+ Bronze,430 W,No,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Gold,500 W,No,0, 0,
 Thermaltake Cologne  ,ATX, Rating80+ Bronze,730 W,No,0, 0,
 NZXT HALE 90  ,ATX, Rating80+ Gold,750 W,Full,5, 1,
 LEPA G1200-MA  ,ATX, Rating80+ Gold,1200 W,Semi,5, 1,
 Segotep GM  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 PC Power & Cooling Silencer  ,ATX, Rating80+ Silver,760 W,No,5, 1,
 FSP Group Hydro X  ,ATX, Rating80+ Gold,550 W,No,0, 0,
 Kingwin MK  ,ATX, Rating,650 W,No,0, 0,
 Kingwin MK  ,ATX, Rating,750 W,No,5, 1,
 be quiet! Pure Power 9  ,ATX, Rating80+ Silver,400 W,No,0, 0,
 XFX P1-650S-CAB9  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 SeaSonic SS-300TGW  ,TFX, Rating80+ Gold,300 W,No,0, 0,
 In Win PB  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Sparkle Magna GOLD PRO  ,ATX, Rating80+ Gold,850 W,Semi,0, 0,
 In Win IP-P300BN7-2  ,ATX, Rating80+,300 W,No,0, 0,
 OCZ ZX  ,ATX, Rating80+ Gold,1000 W,Full,5, 4,
 FSP Group SAGA+ 450R  ,ATX, Rating,450 W,No,0, 0,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Gold,1200 W,No,5, 1,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Gold,750 W,Full,5, 1,
 XFX P1850SNLB9  ,ATX, Rating80+ Bronze,850 W,No,3, 2,
 Rosewill PMG1200  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 Rosewill Stallion  ,ATX, Rating,700 W,No,5, 4,
 Raidmax RX-535AP  ,ATX, Rating80+ Bronze,535 W,Semi,4, 4,
 Raidmax Cobra  ,ATX, Rating80+ Gold,500 W,No,0, 0,
 RIOTORO ONYX 750  ,ATX, Rating80+ Bronze,750 W,Semi,5, 1,
 BitFenix BFG GOLD  ,ATX, Rating80+ Gold,550 W,Full,0, 0,
 Phanteks PH-P750GS  ,ATX, Rating80+ Gold,750 W,No,0, 0,
 Cougar GX-F  ,ATX, Rating80+ Gold,550 W,Full,0, 0,
 Rosewill Tachyon  ,ATX, Rating80+ Platinum,550 W,Semi,5, 2,
 Rosewill Tachyon  ,ATX, Rating80+ Platinum,1000 W,Semi,5, 1,
 Rosewill Tachyon  ,ATX, Rating80+ Platinum,750 W,Semi,5, 1,
 FSP Group AURUM 92+  ,ATX, Rating80+ Platinum,450 W,Semi,5, 1,
 FSP Group AURUM 92+  ,ATX, Rating80+ Platinum,650 W,Semi,0, 0,
 OCZ Fatal1ty  ,ATX, Rating80+ Bronze,550 W,Full,5, 2,
 LEPA MaxBron  ,ATX, Rating80+ Bronze,1000 W,Semi,0, 0,
 LEPA MaxGold  ,ATX, Rating80+ Gold,600 W,No,0, 0,
 Thermaltake Toughpower  ,ATX, Rating80+ Silver,1200 W,Semi,0, 0,
 FSP Group Hydro PTM  ,ATX, Rating80+ Platinum,650 W,Full,0, 0,
 Cougar CMD 500  ,ATX, Rating80+ Bronze,500 W,Semi,0, 0,
 Cougar CMX550V3  ,ATX, Rating80+ Bronze,550 W,Semi,0, 0,
 Kuroutoshikou KRPW-L5-500W/80+  ,ATX, Rating80+,500 W,No,4, 1,
 CoolMax ZPG-1200B  ,ATX, Rating80+ Gold,1200 W,Semi,0, 0,
 FSP Group PT850FM  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,
 LC-Power LC1000 V2.4  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,
 Diablotek PSDA300  ,ATX, Rating,300 W,No,0, 0,
 Logisys PS480E12  ,ATX, Rating,480 W,No,4, 2,
 Rosewill ARC M450  ,ATX, Rating80+ Bronze,450 W,Semi,5, 2,
 Rosewill PMG550  ,ATX, Rating80+ Gold,550 W,Full,0, 0,
 Topower TOP-1000WG  ,ATX, Rating80+ Gold,1000 W,No,0, 0,
 Super Flower Leadex Silver  ,ATX, Rating80+ Silver,550 W,Full,5, 3,
 Xion EN-600F12  ,ATX, Rating,600 W,No,0, 0,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 LEPA G1000-MB  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 Fractal Design Tesla R2  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 BitFenix Fury  ,ATX, Rating80+ Gold,650 W,Semi,4, 1,
 Mistel MX550 FANLESS  ,ATX, Rating80+ Gold,550 W,Full,0, 0,
 Fractal Design Tesla R2  ,ATX, Rating80+ Gold,650 W,No,5, 1,
 Fractal Design Tesla R2  ,ATX, Rating80+ Gold,650 W,No,5, 1,
 Inter-Tech Coba Nitrox Nobility  ,ATX, Rating80+ Silver,900 W,Semi,0, 0,
 Thermaltake Toughpower DPS G  ,ATX, Rating80+ Gold,850 W,Full,5, 5,
 Cyonic AU-650X  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Sentey SDP850-SS  ,ATX, Rating80+,850 W,No,0, 0,
 Sentey ERP-600-SM  ,ATX, Rating,600 W,Full,0, 0,
 Sentey SDP750-SS  ,ATX, Rating80+,750 W,No,0, 0,
 Sentey GSP750-SM  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Azza PSAZ-1000A14  ,ATX, Rating80+ Bronze,1000 W,No,4, 3,
 Thortech Thunderbolt  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Antec High Current Gamer Extreme  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Sparkle SPI300T8AB-B204  ,TFX, Rating80+ Bronze,300 W,No,0, 0,
 Enermax RevoBron  ,ATX, Rating80+ Bronze,500 W,Semi,0, 0,
 Cougar COUGAR-PX700  ,ATX, Rating80+ Bronze,700 W,No,0, 0,
 Cooler Master New GX  ,ATX, Rating80+ Bronze,450 W,No,4, 1,
 FSP Group AU-750M  ,ATX, Rating80+ Gold,750 W,Semi,0, 0,
 Ultra X4 Special Edition  ,ATX, Rating80+ Bronze,1000 W,Full,0, 0,
 Rosewill HIVE  ,ATX, Rating80+ Bronze,550 W,Semi,4, 17,
 Super Flower SF-1000F14MP Black  ,ATX, Rating80+ Platinum,1000 W,Full,5, 2,
 Rosewill Tachyon 1200  ,ATX, Rating80+ Platinum,1200 W,Full,4, 1,
 Thermaltake Toughpower DPS G  ,ATX, Rating80+ Gold,550 W,Full,0, 0,
